graph_type,method,repetition,dimension,depth,sparsity,correlation,observed_fraction,observation_strategy,n_observed,n_latent,runtime_seconds,ess_mean,ess_min,ess_max,mean_rmse,variance_rmse,covariance_frobenius_error,acceptance_rate
layered,single_site_gibbs,4,40,4,0.6,0.8,0.25,uniform,10,30,0.1313379579805769,189.17292038270256,40.84747637121038,674.6231660961394,0.11186114215294753,0.18235253969963564,3.3280597514991324,
layered,block_gibbs,4,40,4,0.6,0.8,0.25,uniform,10,30,0.4531160840415396,242.57751658261577,78.71943013945541,769.1553418206381,0.10733949753641482,0.5388425165202122,6.613440556001142,
layered,rw_mh,4,40,4,0.6,0.8,0.25,uniform,10,30,0.010069291980471462,9.504392772698003,5.134619706073473,23.347748793614244,0.4202567465648804,2.6372158972699222,24.19155131442909,0.002
layered,single_site_gibbs,4,40,4,0.6,0.8,0.25,shallow,10,30,0.13251324999146163,118.65624569960946,66.2866330964016,271.0005406252894,0.3766858009082306,0.5922538281933928,9.308256889447216,
layered,block_gibbs,4,40,4,0.6,0.8,0.25,shallow,10,30,0.4449522500508465,136.7481359484067,40.12425787459545,555.4561039971044,0.07841547499981448,0.5570306589639498,7.403721746304911,
layered,rw_mh,4,40,4,0.6,0.8,0.25,shallow,10,30,0.01004583394387737,1.332445036642239,1.3324450366422385,1.3324450366422385,4.9236311516138256e-14,4.384797123900577,42.55211020230249,0.0
layered,single_site_gibbs,4,45,4,0.6,0.8,0.25,deep,11,34,0.15115749998949468,203.27469349532683,67.32766166144418,534.8783033334797,0.12938533547838976,0.08304220346519543,2.914983854483038,
layered,block_gibbs,4,45,4,0.6,0.8,0.25,deep,11,34,0.47727312496863306,246.35663084741762,69.74949530372119,694.4624075592689,0.11565000887594404,0.3324133413829372,5.097352716623688,
layered,rw_mh,4,45,4,0.6,0.8,0.25,deep,11,34,0.010126249981112778,1.3324450366422387,1.3324450366422385,1.3324450366422385,3.5604920253828364e-14,2.3849730904262287,23.753354172763867,0.0
layered,single_site_gibbs,4,45,4,0.6,0.8,0.25,uniform,11,34,0.14979199995286763,207.26790853684474,72.7068608390823,540.899156842502,0.05413233268992224,0.14183900747728886,2.8517307549276922,
layered,block_gibbs,4,45,4,0.6,0.8,0.25,uniform,11,34,0.47385975002544,303.95983007923894,108.06347024071277,884.7749533698893,0.09532141871590005,0.09736169997956991,2.374358135209949,
layered,rw_mh,4,45,4,0.6,0.8,0.25,uniform,11,34,0.009933916968293488,1.3324450366422387,1.3324450366422385,1.3324450366422385,3.617174441199301e-14,1.9487826466628588,19.29763836130102,0.0
layered,single_site_gibbs,4,45,4,0.6,0.8,0.25,shallow,11,34,0.14979020797181875,90.06418760018892,40.84670485799985,256.02232472926005,0.19813057377901455,0.6582877706248084,11.407445870919853,
layered,block_gibbs,4,45,4,0.6,0.8,0.25,shallow,11,34,0.45045725000090897,99.74647871293742,32.64025623582209,246.56758818906857,0.2943533190572446,0.2237847858555682,7.209967543807794,
layered,rw_mh,4,45,4,0.6,0.8,0.25,shallow,11,34,0.009907625033520162,1.3324450366422387,1.3324450366422385,1.3324450366422385,3.411135428317418e-14,4.370943208714067,46.87025384005221,0.0
